证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
300410,正业科技,广东,创业板,"专精特新,LED概念,5G概念,工业互联网,食品安全,病毒防治,节能照明,新能源车,芯片概念,宁德时代概念,华为概念,粤港澳自贸区,储能概念,OLED,先进封装(Chiplet),机器人概念,BC电池,政府控股,工业4.0,智能制造,口罩,苹果概念,光伏概念,PCB概念,消费电子产业,新材料,工业自动化,国企改革,比亚迪概念,锂电池概念,科创企业同股同权,TMT,HJT/HIT电池",7.0,2.34,0.16,7.02,6.83,4.71,0.86,17307812.0,120203376.36,-,25.7,2569803579.0,电力设备-电池-锂电专用设备,专精特新/核心供应商
300411,金盾股份,浙江,创业板,"军工,专精特新,雅鲁藏布江水电站,飞行汽车(eVTOL),海工装备,低空经济,病毒防治,深股通,无人机,水利建设,军民融合,深海科技,可控核聚变,核电概念,微利股,人工智能,轨道交通,科创企业同股同权,高铁",7.43,4.06,0.29,7.46,7.18,4.3,1.49,13306670.0,97940603.36,-,30.2,2296728165.0,机械设备-专用设备-其他专用设备,专精特新/核心供应商
300412,迦南科技,浙江,创业板,"CRO,专精特新,医疗器械概念,合成生物,工业4.0,微盘股概念,智能制造,新型工业化,工业自动化,高送转,中药概念,人工智能,健康中国,快递物流,科创企业同股同权,智能医疗,创新药,BIPV概念(光伏建筑一体化),机器人概念,啤酒概念,光刻胶",4.12,3.52,0.14,4.13,3.97,2.19,0.9,10261968.0,41713432.88,1.41,20.51,1927589981.52,机械设备-专用设备-其他专用设备,专精特新/核心供应商
300413,芒果超媒,湖南,创业板,"MR头显,中盘股,区块链,5G概念,乡村振兴,抖音概念,元宇宙,网络游戏,AI营销,华为概念,文创玩具(谷子经济),独角兽概念,广电系,文化传媒概念,影视传媒,在线教育,人工智能,手游概念,AIGC,AI语料,阿里概念,MSCI概念,机器人概念,网红直播,政府控股,融资融券,行业龙头,短剧/互动游戏,转融券标的,深股通,NFT文交所,超高清视频,短视频,跨境电商概念,盲盒,电商概念,华为鸿蒙,国企改革,虚拟数字人,动漫概念,DeepSeek概念股,Gemini多模态,科创企业同股同权,TMT,纳入富时罗素,虚拟现实（VR）",16.37,2.89,0.46,16.68,15.71,2.87,1.67,29368637.0,478758484.32,1.59,306.24,16725228312.46,传媒-数字媒体-视频媒体,核心供应商/行业龙头
300414,中光防雷,四川,创业板,"军工,风电概念,专精特新,5G概念,融资融券,液冷概念,充电桩,转融券标的,无人机,新能源车,水利建设,商业航天,华为概念,数据中心,军民融合,光伏概念,光刻机,快充概念,轨道交通,高铁,科创企业同股同权",11.17,1.82,0.2,11.17,10.82,4.12,0.5,12919414.0,143062449.12,0.14,36.42,3502239901.1,通信-通信设备-其他通信设备,专精特新/核心供应商
300415,伊之密,,,,21.34,4.76,0.97,21.97,20.49,2.76,2.31,12506815.0,268695984.33,2.76,99.99,9668986246.26,机械设备-专用设备-其他专用设备,核心供应商
300416,苏试试验,江苏,创业板,"集成电路概念,半导体产业,专精特新,海工装备,特斯拉,芯片概念,华为海思概念,宁德时代概念,华为概念,军民融合,深海科技,储能概念,中芯国际概念,核电概念,先进封装(Chiplet),军工,半导体设备概念,低空经济,融资融券,深股通,转融券标的,商业航天,消费电子产业,比亚迪概念,科创企业同股同权,传感器",14.38,1.05,0.15,14.47,14.16,2.3,0.66,11621821.0,166570933.44,1.04,73.13,7263698492.22,社会服务-专业服务-检测服务,专精特新/核心供应商
300417,南华仪器,广东,创业板,"尾气治理,股权转让,专精特新,仪器仪表概念,微盘股概念,并购重组,TMT,科创企业同股同权,物联网,碳中和,汽车检测,节能环保",10.53,6.8,0.67,10.56,9.9,6.02,1.25,5029730.0,51614406.2,0.66,14.17,880206912.0,机械设备-通用设备-仪器仪表,专精特新/核心供应商
300418,昆仑万维,北京,创业板,"区块链,中盘股,词元概念,抖音概念,元宇宙,芯片概念,网络游戏,AI营销,华为概念,创投,独角兽概念,京津冀一体化,ChatGPT,AI应用,在线教育,人工智能,无人驾驶,手游概念,AIGC,AI语料,液流电池,人工智能大模型,阿里概念,MSCI概念,云游戏,IT服务概念,AI算力芯片,网红直播,融资融券,短剧/互动游戏,数字货币,东数西算/算力,转融券标的,深股通,电子竞技,谷歌概念,虚拟数字人,动漫概念,DeepSeek概念股,科创企业同股同权,Gemini多模态,TMT,纳入富时罗素,虚拟现实（VR）,Sora概念(文生视频)",43.2,20.0,7.2,43.2,36.78,12.57,2.56,147705602.0,6065935310.42,-,555.13,50773994510.4,传媒-游戏Ⅱ-游戏Ⅲ,核心供应商
300419,ST浩丰,北京,创业板,"抖音概念,今日头条概念,华为概念,互联网金融,信创,百度概念,人工智能,量子通信,物联网,IT服务概念,数据要素,云计算,智慧政务,军工,ST概念,数据安全,东数西算/算力,快手概念,网络安全,数据中心,股权转让,国产软件,DeepSeek概念股,TMT,科创企业同股同权,大数据,金融科技,华为欧拉",7.77,9.13,0.65,7.77,7.2,4.1,1.45,15074850.0,114147756.0,-,28.57,2857446792.9,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
300420,五洋自控,,,,5.65,6.2,0.33,6.11,5.64,11.49,1.12,128235254.0,753269196.56,0.18,63.08,6306950704.65,机械设备-通用设备-其他通用设备,核心供应商
300421,力星股份,,,,16.58,5.54,0.87,16.88,16.11,3.98,1.17,9155100.0,151304507.0,0.9,48.75,3818420788.76,机械设备-通用设备-金属制品,核心供应商
300423,昇辉科技,山东,创业板,"智慧政务,安防概念,风电概念,专精特新,虚拟电厂,节能照明,燃料电池概念,水利建设,智慧城市,光热发电,数据中心,光伏概念,氢能源,股权转让,储能概念,智慧灯杆,可控核聚变,锂电池概念,智能家居,智能电网,科创企业同股同权,并购重组,冷链物流",5.82,4.49,0.25,5.82,5.53,3.62,1.26,12067800.0,69100436.0,-,28.96,1939163460.36,电力设备-电网设备-输变电设备,专精特新/核心供应商
300425,中建环能,四川,创业板,"政府控股,专精特新,PPP模式,大央企重组,数字乡村,新型城镇化建设,净水概念,智慧城市,节能环保,污水处理,固废处理,央企央资,国企改革,土壤修复,海绵城市,科创企业同股同权,中字头",4.0,2.56,0.1,4.01,3.88,2.33,1.59,15859451.0,62861054.71,0.1,27.29,2722953524.0,环保-环境治理-水务及水治理,专精特新
300427,红相股份,福建,创业板,"军工信息化,军工,福建自贸区,风电概念,毫米波雷达,专精特新,区块链,深股通,充电桩,芯片概念,特高压,军民融合,电力物联网,智能电网,轨道交通,科创企业同股同权,电力改革,毫米波",6.85,3.47,0.23,6.88,6.52,10.55,0.63,53050824.0,359555556.64,-,34.83,3445583482.8,电力设备-电网设备-电网自动化设备,专精特新/核心供应商
300428,立中集团,河北,创业板,"钠离子电池,专精特新,有色金属概念,新能源车,特斯拉,3D打印,芯片概念,军民融合,汽车零部件概念,汽车拆解,固态电池,高端合金,机器人概念,军工,稀土永磁,大飞机,雄安新区,飞行汽车(eVTOL),航空发动机,低空经济,融资融券,转融券标的,深股通,汽车压铸一体化,无人机,小鹏概念,商业航天,铝概念,金属回收,小盘股,氟化工概念,新材料,消费电子产业,人形机器人,锂电池概念,比亚迪概念,碳基半导体,科创企业同股同权,汽车热管理,纳入富时罗素",19.18,1.05,0.2,19.3,18.84,1.17,0.92,6965562.0,133651324.52,2.03,131.49,11445879796.82,汽车-汽车零部件-轮胎轮毂,专精特新
300429,强力新材,江苏,创业板,"集成电路概念,半导体材料概念,半导体产业,专精特新,融资融券,深股通,转融券标的,智能制造,芯片概念,创投,PCB概念,新材料,高带宽存储器HBM,先进封装(Chiplet),科创企业同股同权,碳基半导体,含可转债,光刻胶",9.4,1.51,0.14,9.41,9.18,5.5,0.74,22990167.0,214097713.54,-,52.21,3926772854.2,电子-电子化学品Ⅱ-电子化学品Ⅲ,专精特新/核心供应商
300430,*ST益通,北京,创业板,"消毒液,ST概念,专精特新,合成生物,医疗器械概念,脑科学(脑机接口),工业4.0,微盘股概念,智能制造,新型工业化,养老概念,电商概念,三胎概念,京津冀一体化,工业自动化,工业大麻,仪器仪表概念,中药概念,DeepSeek概念股,科创企业同股同权,快递物流,健康中国",4.7,5.86,0.26,4.75,4.41,3.84,0.81,9965500.0,45832819.0,-,12.83,1221297157.3,医药生物-医疗器械-医疗设备,专精特新
300432,富临精工,四川,创业板,"中盘股,新能源车,宁德时代概念,华为概念,小米概念,汽车零部件概念,储能概念,盐湖提锂,磷化工,并购重组,MSCI概念,机器人概念,军工,低空经济,融资融券,华为汽车,转融券标的,深股通,麒麟电池,智元机器人,股权转让,磷酸铁锂,高送转,人形机器人,小米汽车,锂电池概念,比亚迪概念,科创企业同股同权,汽车热管理,纳入富时罗素,减速器",15.62,0.39,0.06,15.99,15.6,2.19,1.06,37097792.0,584953434.09,0.64,267.06,26408694028.42,电力设备-电池-电池化学品,核心供应商
300433,蓝思科技,湖南,创业板,"消费电子代工,玻璃概念,智能手表,特斯拉,3D打印,新型工业化,宁德时代概念,智能穿戴,汽车零部件概念,OLED,MSCI概念,机器人概念,融资融券,液冷概念,转融券标的,智能制造,商业航天,苹果概念,碳化硅,虹膜识别,光伏概念,太阳能概念,服务器,科创企业同股同权,纳入富时罗素,无线耳机,虚拟现实（VR）,MR头显,工业互联网,电子烟,指纹识别,新能源车,元宇宙,柔性屏,华为概念,小米概念,智能家居,自主可控,手机产业,并购重组,AH股,AI手机,触摸屏概念,充电桩,深股通,智能座舱,蓝宝石,大盘股,智元机器人,消费电子产业,新材料,人形机器人,小米汽车,比亚迪概念,TMT,快递物流,传感器,减速器,TOPCon电池,3D玻璃",31.58,2.43,0.75,33.69,31.57,2.6,0.95,129106124.0,4224015835.61,1.74,1667.03,162331359052.65,电子-消费电子-消费电子零部件及组装,核心供应商
300435,中泰股份,,,,16.1,2.22,0.35,16.58,16.02,2.7,1.12,9958117.0,162669920.7,1.55,62.1,5938881623.5,机械设备-专用设备-能源及重型设备,核心供应商
300438,鹏辉能源,,,,59.85,0.23,0.14,62.7,59.72,3.96,0.69,15992502.0,976130117.75,0.1,301.25,24189229644.3,电力设备-电池-锂电池,核心供应商
300440,运达科技,四川,创业板,"军工,专精特新,数字孪生,职业教育,昨日高振幅,深股通,铁路基建,储能概念,无人驾驶,人工智能,轨道交通,TMT,科创企业同股同权,快递物流,高铁,机器人概念,虚拟现实（VR）,IT服务概念",16.1,10.05,1.47,16.17,14.48,3.71,1.61,16344186.0,254807834.28,0.29,71.15,7087568806.5,计算机-IT服务Ⅱ-IT服务Ⅲ,专精特新/核心供应商
300441,鲍斯股份,,,,6.98,1.9,0.13,7.09,6.85,1.8,0.89,11255024.0,78581264.16,0.93,44.98,4369019745.78,机械设备-通用设备-其他通用设备,核心供应商
300443,金雷股份,,,,21.43,0.19,0.04,21.56,21.05,2.64,0.85,6404090.0,137012545.5,0.93,68.6,5202647784.35,电力设备-风电设备-风电零部件,核心供应商
300444,双杰电气,北京,创业板,"海工装备,液冷超充,新疆振兴,数字经济,昨日高振幅,工业互联网,新能源车,华为概念,昨日高换手,深海科技,固态电池,电力物联网,储能概念,京津冀一体化,人工智能,BIPV概念(光伏建筑一体化),机器人概念,钒电池,风电概念,深股通,充电桩,东数西算/算力,虚拟电厂,工业4.0,数据中心,光伏概念,股权转让,换电概念,太阳能概念,比亚迪概念,锂电池概念,快充概念,一带一路,智能电网,科创企业同股同权,碳中和",10.42,3.99,0.4,10.65,9.9,14.46,0.71,90721731.0,937053276.89,0.57,83.84,6537942503.58,电力设备-电网设备-输变电设备,核心供应商
300445,康斯特,,,,18.15,3.07,0.54,18.63,18.0,2.0,0.84,2812396.0,51724051.25,0.55,38.56,2551018382.55,机械设备-通用设备-仪器仪表,核心供应商
300446,航天智造,河北,创业板,"油气设备服务,专精特新,海工装备,页岩气,大央企重组,新能源车,芯片概念,军工集团,华为概念,小米概念,军民融合,汽车零部件概念,民爆概念,深海科技,央企央资,无人驾驶,光刻胶,军工,政府控股,雄安新区,华为汽车,深股通,智能座舱,华为手机,航天系,小盘股,PCB概念,新材料,机器视觉,国企改革,小米汽车,比亚迪概念,军工央企,高铁,科创企业同股同权,26中报预减",13.89,2.06,0.28,13.92,13.5,1.72,0.89,6407616.0,88418878.08,2.3,117.43,5188750775.19,汽车-汽车零部件-车身附件及饰件,专精特新/核心供应商
300447,全信股份,江苏,创业板,"军工,北斗导航,军工信息化,大飞机,专精特新,低空经济,深股通,无人机,芯片概念,商业航天,交换机,军民融合,光通信,航天装备概念,光纤概念,科创企业同股同权,高铁,卫星互联网,共封装光模块(CPO）,成飞概念",13.54,3.28,0.43,13.58,13.0,1.93,1.04,3879900.0,52000087.0,0.44,42.29,2727671115.1,国防军工-军工电子Ⅱ-军工电子Ⅲ,专精特新
300448,浩云科技,广东,创业板,"区块链,数字经济,芯片概念,华为概念,创投,电子车牌,电力物联网,百度概念,边缘计算,人工智能,物联网,人脸识别,华为鲲鹏,IT服务概念,数据要素,云计算,车联网(车路协同),UWB,安防概念,深股通,智慧城市,华为鸿蒙,国产软件,AI编程,机器视觉,ETC,科创企业同股同权,TMT,Gemini多模态,智能交通,智能医疗,大数据",5.4,4.65,0.24,5.49,5.25,3.36,1.38,21577109.0,116566909.52,0.6,36.53,3469862620.8,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
300449,汉邦高科,北京,创业板,"军工,车联网(车路协同),安防概念,华为算力,数字水印,数字货币,东数西算/算力,超高清视频,垃圾分类,知识产权保护,智慧城市,网络安全,盲盒,华为概念,股权转让,广电系,人工智能,TMT,科创企业同股同权,人脸识别,华为鲲鹏",6.61,2.64,0.17,6.75,6.56,2.6,1.09,10021600.0,66896745.0,-,25.52,2551697887.29,计算机-计算机设备-安防设备,核心供应商
300450,先导智能,,,,33.85,1.41,0.47,34.51,33.53,2.99,1.1,46590897.0,1584140788.84,0.84,566.72,55461256322.59,电力设备-电池-锂电专用设备,核心供应商
300451,创业慧康,浙江,创业板,"DRG/DIP,区块链,华为概念,华为昇腾,信创,医药电商,人工智能,健康中国,物联网,阿里概念,AI医疗概念,华为鲲鹏,数据要素,云计算,医疗器械概念,融资融券,家庭医生,深股通,医疗信息化,转融券标的,养老概念,方舱医院,股权转让,华为鸿蒙,国产软件,蚂蚁金服概念,DeepSeek概念股,TMT,科创企业同股同权,互联网医疗,智能医疗,纳入富时罗素,大数据",3.57,6.25,0.21,3.61,3.36,3.67,2.23,56088450.0,197918606.0,-,55.3,5450296758.9,计算机-软件开发-垂直应用软件,核心供应商
300452,山河药辅,安徽,创业板,"医疗美容概念,专精特新,合成生物,新冠药物,科创企业同股同权,健康中国,生物医药,含可转债",12.32,1.48,0.18,12.32,12.08,1.46,0.98,2890040.0,35349234.6,2.42,28.89,2447117743.84,医药生物-化学制药-原料药,专精特新
300454,深信服,,,,119.71,14.77,15.41,125.16,102.8,14.81,2.86,42659237.0,5036860196.64,0.09,516.62,34476831707.98,计算机-软件开发-横向通用软件,核心供应商
300455,航天智装,,,,17.78,3.37,0.58,18.18,17.5,1.27,1.52,9026090.0,161556306.98,-,127.62,12599306912.08,计算机-计算机设备-其他计算机设备,核心供应商
